posting_title,price,rooms,sqm,toilets,floor,link,location,city
"Trilocale via Amedeo Bocchi, Casal Palocco, Roma",700.0,3,70.0,1,na,"('https://www.immobiliare.it/annunci/99333682/', 'Axa, Casal Palocco, Infernetto')","Axa, Casal Palocco, Infernetto",Roma
"Bilocale via Manuel De Falla 90, Infernetto, Roma",600.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/104534817/', 'Axa, Casal Palocco, Infernetto')","Axa, Casal Palocco, Infernetto",Roma
"Appartamento via Luigi Rizzo, Cipro, Roma",2750.0,5,170.0,2,na,"('https://www.immobiliare.it/annunci/103733558/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Appartamento via Muggia, Mazzini - Delle Vittorie, Roma",3200.0,5+,155.0,1,na,"('https://www.immobiliare.it/annunci/103242500/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Trilocale Borgo Pio 195, Borgo, Roma",1600.0,3,107.0,2,na,"('https://www.immobiliare.it/annunci/103213652/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Appartamento via Marcantonio Colonna, Prati, Roma",5200.0,5+,266.0,3+,na,"('https://www.immobiliare.it/annunci/102368408/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Appartamento piazza Cola di Rienzo, Prati, Roma",3200.0,5+,161.0,1,na,"('https://www.immobiliare.it/annunci/102898398/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Appartamento via Anastasio Secondo, Valle Aurelia, Roma",2115.0,5,131.0,2,na,"('https://www.immobiliare.it/annunci/103682632/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Quadrilocale via Caio Duilio, Prati, Roma",1800.0,4,117.0,1,na,"('https://www.immobiliare.it/annunci/104422509/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Bilocale via GOIRAN 10, Mazzini - Delle Vittorie, Roma",1050.0,2,67.0,1,na,"('https://www.immobiliare.it/annunci/104603139/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Trilocale via Riccardo Grazioli Lante, Mazzini - Delle Vittorie, Roma",2300.0,3,120.0,2,na,"('https://www.immobiliare.it/annunci/82684685/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Mansarda via Luigi Settembrini, Mazzini - Delle Vittorie, Roma",1280.0,2,52.0,1,na,"('https://www.immobiliare.it/annunci/79518939/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Appartamento Circonvallazione Clodia 80, Mazzini - Delle Vittorie, Roma",2400.0,5+,170.0,3,na,"('https://www.immobiliare.it/annunci/102855844/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Appartamento viale Giuseppe Mazzini, Mazzini - Delle Vittorie, Roma",5600.0,5+,320.0,3,na,"('https://www.immobiliare.it/annunci/101262741/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Quadrilocale via Costantino Morin, Mazzini - Delle Vittorie, Roma",3700.0,4,110.0,2,na,"('https://www.immobiliare.it/annunci/103195392/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Bilocale ottimo stato, sesto piano, Mazzini - Delle Vittorie, Roma",3000.0,2,120.0,2,na,"('https://www.immobiliare.it/annunci/104413899/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Bilocale via Leone IV, Prati, Roma",680.0,2,40.0,1,na,"('https://www.immobiliare.it/annunci/104661019/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Bilocale via Varrone 1a, Prati, Roma",1750.0,2,51.0,1,na,"('https://www.immobiliare.it/annunci/104657539/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Villa unifamiliare viale Vaticano, Gregorio VII - Piccolomini, Roma",10000.0,5+,320.0,3+,na,"('https://www.immobiliare.it/annunci/102924376/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Trilocale Borgo Pio 195, Borgo, Roma",1600.0,3,107.0,2,na,"('https://www.immobiliare.it/annunci/104100455/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Trilocale via Fabio Massimo 107, Prati, Roma",1550.0,3,100.0,1,na,"('https://www.immobiliare.it/annunci/103018932/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Quadrilocale via Angelo Emo 87, Cipro, Roma",1900.0,4,90.0,2,na,"('https://www.immobiliare.it/annunci/104180727/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Quadrilocale viale Angelico, Mazzini - Delle Vittorie, Roma",2250.0,4,110.0,2,na,"('https://www.immobiliare.it/annunci/103313060/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Trilocale via Fabio Massimo 107, Prati, Roma",1500.0,3,105.0,1,na,"('https://www.immobiliare.it/annunci/92141008/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Bilocale vicolo del Farinone 33, Borgo, Roma",2200.0,2,65.0,1,na,"('https://www.immobiliare.it/annunci/103037402/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Bilocale piazzale Clodio, Mazzini - Delle Vittorie, Roma",1100.0,2,60.0,1,na,"('https://www.immobiliare.it/annunci/104468211/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Monolocale via di Santa Lucia 32, Mazzini - Delle Vittorie, Roma",650.0,na,30.0,1,na,"('https://www.immobiliare.it/annunci/104724063/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Bilocale via Crescenzio, Borgo, Roma",1750.0,2,60.0,1,na,"('https://www.immobiliare.it/annunci/82586389/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
"Bilocale via Pietro della Valle 13, Borgo, Roma",1200.0,2,45.0,1,na,"('https://www.immobiliare.it/annunci/85917288/', 'Prati, Borgo, Mazzini, Delle Vittorie')","Prati, Borgo, Mazzini, Delle Vittorie",Roma
