posting_title,price,rooms,sqm,toilets,floor,link,location,tipologie,city
"Trilocale via Francesco D'Ovidio, Talenti - Monte Sacro, Roma",319000.0,3,85.0,1,3,https://www.immobiliare.it/annunci/102057094/,Talenti - Monte Sacro,na,Roma
"Bilocale via Pagoda Bianca, Torrino, Roma",255000.0,2,61.0,1,2,https://www.immobiliare.it/annunci/98018552/,Torrino,na,Roma
"Bilocale via Giorgio Cingoli 11, Casal Bruciato, Roma",219500.0,2,54.0,1,2,https://www.immobiliare.it/annunci/79873853/,Casal Bruciato,na,Roma
"Appartamento via Della Lungaretta, Trastevere, Roma",620000.0,5+,98.0,1,5+,https://www.immobiliare.it/annunci/104028953/,Trastevere,na,Roma
"Appartamento piazzale Roberto Ardigò, Ardeatino - Montagnola, Roma",760000.0,5,240.0,3,5,https://www.immobiliare.it/annunci/103729118/,Ardeatino - Montagnola,na,Roma
"Attico via di Bravetta 764, Pisana - Bravetta, Roma",380000.0,3,110.0,2,3,https://www.immobiliare.it/annunci/103456552/,Pisana - Bravetta,na,Roma
"Appartamento via Gregorio VII 508, Gregorio VII - Piccolomini, Roma",1080000.0,5,192.0,2,5,https://www.immobiliare.it/annunci/103306228/,Gregorio VII - Piccolomini,na,Roma
"Bilocale via Prospero Alpino, Garbatella, Roma",229000.0,2,57.0,1,2,https://www.immobiliare.it/annunci/102601450/,Garbatella,na,Roma
"Trilocale via di Valle Aurelia, Valle Aurelia, Roma",380000.0,3,101.0,1,3,https://www.immobiliare.it/annunci/102591600/,Valle Aurelia,na,Roma
"Appartamento via Francesco Saverio Sprovieri, Monteverde Vecchio, Roma",1390000.0,5+,205.0,3,5+,https://www.immobiliare.it/annunci/100532254/,Monteverde Vecchio,na,Roma
"Quadrilocale via Fratelli Cervi, Mostacciano, Roma",480000.0,4,217.0,3+,4,https://www.immobiliare.it/annunci/99104776/,Mostacciano,na,Roma
"Trilocale via Vallombrosa, Cortina d'Ampezzo, Roma",520000.0,3,118.0,2,3,https://www.immobiliare.it/annunci/98922520/,Cortina d'Ampezzo,na,Roma
"Attico viale Shakespeare, Eur, Roma",1080000.0,5+,215.0,2,5+,https://www.immobiliare.it/annunci/96990330/,Eur,na,Roma
"Trilocale via Monza 9, San Giovanni, Roma",329000.0,3,86.0,1,3,https://www.immobiliare.it/annunci/103864305/,San Giovanni,na,Roma
"Appartamento via Parenzo, Trieste - Coppedè, Roma",670000.0,5,114.0,2,5,https://www.immobiliare.it/annunci/102966308/,Trieste - Coppedè,na,Roma
"Bilocale via Gerolamo Cardano, Marconi, Roma",239000.0,2,66.0,1,2,https://www.immobiliare.it/annunci/102302870/,Marconi,na,Roma
"Trilocale piazzale Asia, Eur, Roma",590000.0,3,123.0,2,3,https://www.immobiliare.it/annunci/101564829/,Eur,na,Roma
"Attico via di Bravetta 724, Pisana - Bravetta, Roma",610000.0,5,198.0,2,5,https://www.immobiliare.it/annunci/98186960/,Pisana - Bravetta,na,Roma
"Quadrilocale via Nerola, Africano - Villa Chigi, Roma",790000.0,4,154.0,2,4,https://www.immobiliare.it/annunci/91539742/,Africano - Villa Chigi,na,Roma
"Trilocale via Giacinta Pezzana, Parioli, Roma",389000.0,3,76.0,1,3,https://www.immobiliare.it/annunci/85786956/,Parioli,na,Roma
"Appartamento via Luigi Rizzo, Cipro, Roma",850000.0,5+,170.0,3,5+,https://www.immobiliare.it/annunci/104149973/,Cipro,na,Roma
"Quadrilocale via della Fisica, Eur, Roma",540000.0,4,125.0,2,4,https://www.immobiliare.it/annunci/101957594/,Eur,na,Roma
"Trilocale via Canzone del Piave, Cecchignola - Giuliano Dalmata, Roma",425000.0,3,123.0,2,3,https://www.immobiliare.it/annunci/100651129/,Cecchignola - Giuliano Dalmata,na,Roma
"Attico via del Bosco degli Arvali, Trullo - Colle del Sole, Roma",410000.0,5,150.0,2,5,https://www.immobiliare.it/annunci/94285756/,Trullo - Colle del Sole,na,Roma
"Appartamento via Campo Catino, Cortina d'Ampezzo, Roma",1390000.0,5+,300.0,3+,5+,https://www.immobiliare.it/annunci/92701940/,Cortina d'Ampezzo,na,Roma
"Appartamento via della Croce, Spagna, Roma",1400000.0,5+,164.0,2,5+,https://www.immobiliare.it/annunci/88324317/,Spagna,na,Roma
"Appartamento via della Camilluccia 741, Camilluccia - Farnesina, Roma",990000.0,5+,165.0,2,5+,https://www.immobiliare.it/annunci/103534312/,Camilluccia - Farnesina,na,Roma
"Appartamento via Fornovo 7, Prati, Roma",1195000.0,5+,246.0,2,5+,https://www.immobiliare.it/annunci/101584793/,Prati,na,Roma
"Appartamento in villa via della Vignaccia, Pisana - Bravetta, Roma",359000.0,4,109.0,2,4,https://www.immobiliare.it/annunci/97224242/,Pisana - Bravetta,na,Roma
"Bilocale via Montepulciano, Villa Fiorelli, Roma",230000.0,2,45.0,1,2,https://www.immobiliare.it/annunci/103896039/,Villa Fiorelli,na,Roma
"Attico piazza Alfonso Neuschuler, Colli Portuensi - Casaletto, Roma",635000.0,4,130.0,1,4,https://www.immobiliare.it/annunci/103696784/,Colli Portuensi - Casaletto,na,Roma
"Quadrilocale via Elia da Cortona, Dragona, Roma",285000.0,4,132.0,2,4,https://www.immobiliare.it/annunci/103115336/,Dragona,na,Roma
"Attico via San Felice Circeo, Tomba di Nerone, Roma",449000.0,5+,195.0,2,5+,https://www.immobiliare.it/annunci/102672586/,Tomba di Nerone,na,Roma
"Appartamento via Giuseppe Mercalli, Euclide, Roma",1150000.0,5,173.0,3,5,https://www.immobiliare.it/annunci/101746737/,Euclide,na,Roma
"Villa unifamiliare via Solopaca, Monte Migliore, Roma",289000.0,3,104.0,1,3,https://www.immobiliare.it/annunci/101683083/,Monte Migliore,na,Roma
"Villa plurifamiliare via Murisengo 34, Piana del Sole, Roma",279000.0,5+,180.0,3,5+,https://www.immobiliare.it/annunci/102911854/,Piana del Sole,na,Roma
"Villa unifamiliare via Aurelio Milloss, Vallerano, Roma",890000.0,4,272.0,1,4,https://www.immobiliare.it/annunci/100277282/,Vallerano,na,Roma
"Quadrilocale via Michelangelo Peroglio, Mostacciano, Roma",519000.0,4,130.0,1,4,https://www.immobiliare.it/annunci/103362238/,Mostacciano,na,Roma
"Appartamento via Flaminia 954, Due Ponti, Roma",620000.0,5+,134.0,2,5+,https://www.immobiliare.it/annunci/102461628/,Due Ponti,na,Roma
"Appartamento via Angelo Brunetti, Piazza del Popolo, Roma",1470000.0,5,163.0,3,5,https://www.immobiliare.it/annunci/98798158/,Piazza del Popolo,na,Roma
"Villa bifamiliare via Prato Lauro, Casal Monastero, Roma",650000.0,5+,210.0,3+,5+,https://www.immobiliare.it/annunci/100066404/,Casal Monastero,na,Roma
"Appartamento via Arenula, Ghetto - Portico d'Ottavia, Roma",2250000.0,5+,349.0,3,5+,https://www.immobiliare.it/annunci/99876352/,Ghetto - Portico d'Ottavia,na,Roma
"Villa unifamiliare via Ermesianatte, Axa, Roma",470000.0,5,165.0,3+,5,https://www.immobiliare.it/annunci/99672786/,Axa,na,Roma
"Villa plurifamiliare via Senofane, Casal Palocco, Roma",369000.0,4,154.0,3,4,https://www.immobiliare.it/annunci/91832950/,Casal Palocco,na,Roma
"Attico via Chiana, Trieste - Coppedè, Roma",1850000.0,5+,245.0,3,5+,https://www.immobiliare.it/annunci/103704568/,Trieste - Coppedè,na,Roma
"Attico viale Somalia, Africano - Villa Chigi, Roma",880000.0,5+,200.0,2,5+,https://www.immobiliare.it/annunci/103523274/,Africano - Villa Chigi,na,Roma
"Quadrilocale via Flaminia 803, Fleming, Roma",770000.0,4,146.0,2,4,https://www.immobiliare.it/annunci/102985724/,Fleming,na,Roma
"Attico via Berna, Torrino, Roma",798000.0,3,170.0,1,3,https://www.immobiliare.it/annunci/102716204/,Torrino,na,Roma
"Attico via Vallombrosa, Cortina d'Ampezzo, Roma",1350000.0,5+,302.0,3+,5+,https://www.immobiliare.it/annunci/101804883/,Cortina d'Ampezzo,na,Roma
"Quadrilocale via Luigi Chiala 125, Nuovo Salario, Roma",429000.0,4,134.0,2,4,https://www.immobiliare.it/annunci/101484947/,Nuovo Salario,na,Roma
"Bilocale via La Contea 89, Casetta Mattei - Corviale, Roma",165000.0,2,53.0,1,2,https://www.immobiliare.it/annunci/95486528/,Casetta Mattei - Corviale,na,Roma
"Appartamento viale delle Medaglie d'Oro, 218, Medaglie d'Oro, Roma",690000.0,5+,203.0,3,5+,https://www.immobiliare.it/annunci/102837254/,Medaglie d'Oro,na,Roma
"Appartamento via Appiano 8, Balduina, Roma",750000.0,5+,228.0,2,5+,https://www.immobiliare.it/annunci/100076884/,Balduina,na,Roma
"Appartamento via Ernesto Monaci, Bologna, Roma",900000.0,5+,220.0,2,5+,https://www.immobiliare.it/annunci/54794156/,Bologna,na,Roma
"Appartamento via Giacinta Pezzana 79, Parioli, Roma",850000.0,5+,193.0,3,5+,https://www.immobiliare.it/annunci/103783540/,Parioli,na,Roma
"Trilocale via Teodoro Valfrè, Gregorio VII - Piccolomini, Roma",360000.0,3,100.0,1,3,https://www.immobiliare.it/annunci/103617576/,Gregorio VII - Piccolomini,na,Roma
"Appartamento via Corrado Parona 164, Castel di Leva, Roma",249000.0,5+,139.0,2,5+,https://www.immobiliare.it/annunci/102960506/,Castel di Leva,na,Roma
"Appartamento via Francesco Denza, Euclide, Roma",1570000.0,5+,240.0,3,5+,https://www.immobiliare.it/annunci/102951710/,Euclide,na,Roma
"Quadrilocale via Vallombrosa, Cortina d'Ampezzo, Roma",460000.0,4,124.0,2,4,https://www.immobiliare.it/annunci/102477954/,Cortina d'Ampezzo,na,Roma
"Quadrilocale viale Etiopia, Africano - Villa Chigi, Roma",520000.0,4,97.0,2,4,https://www.immobiliare.it/annunci/101665069/,Africano - Villa Chigi,na,Roma
"Quadrilocale via Francesco Cornaro, Monteverde Vecchio, Roma",495000.0,4,150.0,2,4,https://www.immobiliare.it/annunci/101039431/,Monteverde Vecchio,na,Roma
"Appartamento via Carlo Mirabello, Mazzini - Delle Vittorie, Roma",960000.0,5+,165.0,3,5+,https://www.immobiliare.it/annunci/100624893/,Mazzini - Delle Vittorie,na,Roma
"Appartamento via Crescenzio, Borgo, Roma",1470000.0,5+,192.0,2,5+,https://www.immobiliare.it/annunci/99562172/,Borgo,na,Roma
"Quadrilocale via Pietro Capparoni, Colli Portuensi - Casaletto, Roma",495000.0,4,111.0,2,4,https://www.immobiliare.it/annunci/102786574/,Colli Portuensi - Casaletto,na,Roma
"Appartamento via Firmico Materno, Valle Aurelia, Roma",1790000.0,5+,240.0,3,5+,https://www.immobiliare.it/annunci/100014862/,Valle Aurelia,na,Roma
"Quadrilocale via della Magliana, Magliana, Roma",329000.0,4,123.0,2,4,https://www.immobiliare.it/annunci/102238058/,Magliana,na,Roma
"Appartamento via Eleonora Duse, Parioli, Roma",1480000.0,5+,273.0,3,5+,https://www.immobiliare.it/annunci/102111524/,Parioli,na,Roma
"Quadrilocale via della Minerva, Pantheon, Roma",1240000.0,4,162.0,2,4,https://www.immobiliare.it/annunci/101959022/,Pantheon,na,Roma
"Appartamento via di Villa Ada, Trieste - Coppedè, Roma",1650000.0,5+,270.0,3+,5+,https://www.immobiliare.it/annunci/100530138/,Trieste - Coppedè,na,Roma
"Villa unifamiliare via della Camilluccia, Camilluccia - Farnesina, Roma",1590000.0,5+,457.0,3+,5+,https://www.immobiliare.it/annunci/98568360/,Camilluccia - Farnesina,na,Roma
"Quadrilocale via Giuseppe Lucchetti Rossi, Mezzocammino, Roma",510000.0,4,149.0,2,4,https://www.immobiliare.it/annunci/96154890/,Mezzocammino,na,Roma
"Appartamento via Francesco Giacomelli, Tintoretto, Roma",610000.0,5+,150.0,2,5+,https://www.immobiliare.it/annunci/102450004/,Tintoretto,na,Roma
"Appartamento viale Beata Vergine del Carmelo, Mostacciano, Roma",750000.0,5+,263.0,3,5+,https://www.immobiliare.it/annunci/101604615/,Mostacciano,na,Roma
"Villa unifamiliare via Leucippo, Casal Palocco, Roma",745000.0,5,150.0,3,5,https://www.immobiliare.it/annunci/101264591/,Casal Palocco,na,Roma
"Attico via Della Camilluccia, Camilluccia - Farnesina, Roma",990000.0,5+,132.0,2,5+,https://www.immobiliare.it/annunci/99617096/,Camilluccia - Farnesina,na,Roma
"Appartamento piazza Benedetto Cairoli, Campo de' Fiori, Roma",3200000.0,5+,515.0,3+,5+,https://www.immobiliare.it/annunci/98484088/,Campo de' Fiori,na,Roma
"Appartamento via Achille Barilatti, Mostacciano, Roma",620000.0,5+,170.0,2,5+,https://www.immobiliare.it/annunci/96744528/,Mostacciano,na,Roma
"Appartamento via Salaria 44, Salario - Porta Pia, Roma",799000.0,5,150.0,2,5,https://www.immobiliare.it/annunci/96562068/,Salario - Porta Pia,na,Roma
"Bilocale via dei Berio 88, Alessandrino - Torre Spaccata, Roma",139000.0,2,60.0,2,2,https://www.immobiliare.it/annunci/103944493/,Alessandrino - Torre Spaccata,na,Roma
"Villa bifamiliare via Torri di Castel di Leva, Divino Amore, Roma",399000.0,4,142.0,3,4,https://www.immobiliare.it/annunci/102776836/,Divino Amore,na,Roma
"Quadrilocale via dell'Olmata, Colle Oppio, Roma",1610000.0,4,173.0,2,4,https://www.immobiliare.it/annunci/102523816/,Colle Oppio,na,Roma
"Bilocale via Enrico dal Pozzo, Marconi, Roma",189000.0,2,48.0,2,2,https://www.immobiliare.it/annunci/102162958/,Marconi,na,Roma
"Villa bifamiliare via Uganda, Eur, Roma",1450000.0,5+,351.0,3+,5+,https://www.immobiliare.it/annunci/101001619/,Eur,na,Roma
"Appartamento via Guido Reni, Flaminio, Roma",820000.0,5,161.0,2,5,https://www.immobiliare.it/annunci/103761558/,Flaminio,na,Roma
"Appartamento via Antonio Silvani 32, Nuovo Salario, Roma",650000.0,5+,155.0,3,5+,https://www.immobiliare.it/annunci/103363056/,Nuovo Salario,na,Roma
"Villa bifamiliare via Salaria 1377, Settebagni, Roma",530000.0,3,160.0,1,3,https://www.immobiliare.it/annunci/103272808/,Settebagni,na,Roma
"Appartamento via Po 76, Salario - Porta Pia, Roma",1040000.0,5+,248.0,2,5+,https://www.immobiliare.it/annunci/100924519/,Salario - Porta Pia,na,Roma
"Bilocale via Sistina, Spagna, Roma",750000.0,2,84.0,2,2,https://www.immobiliare.it/annunci/97222406/,Spagna,na,Roma
"Quadrilocale via Giacinto Bruzzesi, Monteverde Vecchio, Roma",445000.0,4,86.0,1,4,https://www.immobiliare.it/annunci/101080799/,Monteverde Vecchio,na,Roma
"Trilocale piazza Pantero Pantera, Garbatella, Roma",365000.0,3,81.0,1,3,https://www.immobiliare.it/annunci/100145420/,Garbatella,na,Roma
"Trilocale via Dei Tizi, San Lorenzo, Roma",650000.0,3,110.0,2,3,https://www.immobiliare.it/annunci/104307415/,San Lorenzo,na,Roma
"Quadrilocale via Paola Drigo, Fonte Ostiense, Roma",220000.0,4,115.0,2,4,https://www.immobiliare.it/annunci/103789518/,Fonte Ostiense,na,Roma
"Appartamento via Monte dei Nove Draghi, Torrino, Roma",580000.0,5+,147.0,3,5+,https://www.immobiliare.it/annunci/103352040/,Torrino,na,Roma
"Trilocale via Flaminia 803, Fleming, Roma",590000.0,3,110.0,2,3,https://www.immobiliare.it/annunci/102985660/,Fleming,na,Roma
"Trilocale viale Guglielmo Massaia, Garbatella, Roma",410000.0,3,93.0,1,3,https://www.immobiliare.it/annunci/100173304/,Garbatella,na,Roma
"Bilocale via Francesco Catel, Monteverde Nuovo, Roma",340000.0,2,58.0,2,2,https://www.immobiliare.it/annunci/103943991/,Monteverde Nuovo,na,Roma
"Appartamento via Crescenzio, Borgo, Roma",1890000.0,5+,284.0,3+,5+,https://www.immobiliare.it/annunci/103767716/,Borgo,na,Roma
"Appartamento via Panaro 14, Trieste - Coppedè, Roma",1200000.0,5,159.0,3,5,https://www.immobiliare.it/annunci/103738226/,Trieste - Coppedè,na,Roma
"Quadrilocale via Paolina, Colle Oppio, Roma",870000.0,4,121.0,2,4,https://www.immobiliare.it/annunci/102338968/,Colle Oppio,na,Roma
"Trilocale via Nomentana 931, Talenti - Monte Sacro, Roma",265000.0,3,60.0,1,3,https://www.immobiliare.it/annunci/100623199/,Talenti - Monte Sacro,na,Roma
"Bilocale via al Quarto Miglio, Quarto Miglio, Roma",275000.0,2,75.0,1,2,https://www.immobiliare.it/annunci/104101065/,Quarto Miglio,na,Roma
"Quadrilocale via Alessandro D'Ancona 29, Talenti - Monte Sacro, Roma",385000.0,4,120.0,2,4,https://www.immobiliare.it/annunci/101267069/,Talenti - Monte Sacro,na,Roma
"Trilocale via Cipro, Cipro, Roma",459000.0,3,75.0,2,3,https://www.immobiliare.it/annunci/91301802/,Cipro,na,Roma
"Quadrilocale via della Balduina, Balduina, Roma",535000.0,4,170.0,2,4,https://www.immobiliare.it/annunci/103706478/,Balduina,na,Roma
"Quadrilocale via Francesco Duodo, Cipro, Roma",595000.0,4,121.0,3,4,https://www.immobiliare.it/annunci/102086124/,Cipro,na,Roma
"Villa unifamiliare via Corrado Barbagallo, Castel di Guido, Roma",900000.0,5+,334.0,3+,5+,https://www.immobiliare.it/annunci/101925478/,Castel di Guido,na,Roma
"Quadrilocale via Giorgio Zoega, Pisana - Bravetta, Roma",395000.0,4,110.0,2,4,https://www.immobiliare.it/annunci/100385192/,Pisana - Bravetta,na,Roma
"Appartamento via Giuseppe Zanardelli, Piazza Navona, Roma",1680000.0,5+,168.0,2,5+,https://www.immobiliare.it/annunci/103568160/,Piazza Navona,na,Roma
"Trilocale via Flavia, Sallustiano, Roma",850000.0,3,115.0,2,3,https://www.immobiliare.it/annunci/101680535/,Sallustiano,na,Roma
"Appartamento via Collina 36, Sallustiano, Roma",650000.0,5+,161.0,2,5+,https://www.immobiliare.it/annunci/100596202/,Sallustiano,na,Roma
"Quadrilocale via Lattanzio, Balduina, Roma",725000.0,4,96.0,2,4,https://www.immobiliare.it/annunci/98966726/,Balduina,na,Roma
"Trilocale via Giovanni Andrea Badoero, Garbatella, Roma",345000.0,3,98.0,1,3,https://www.immobiliare.it/annunci/96249884/,Garbatella,na,Roma
"Trilocale via Guido Laj 6, Tor Sapienza - La Rustica, Roma",489000.0,3,107.0,2,3,https://www.immobiliare.it/annunci/104225889/,Tor Sapienza - La Rustica,na,Roma
"Appartamento via Prassitele, Axa, Roma",585000.0,5+,171.0,3,5+,https://www.immobiliare.it/annunci/102774310/,Axa,na,Roma
"Villa unifamiliare via della Castelluccia di San Paolo, Castel di Leva, Roma",399000.0,4,142.0,3,4,https://www.immobiliare.it/annunci/103167224/,Castel di Leva,na,Roma
"Bilocale via Ceprano 45, Centocelle, Roma",139000.0,2,65.0,1,2,https://www.immobiliare.it/annunci/102662678/,Centocelle,na,Roma
"Appartamento via del Babuino, Piazza del Popolo, Roma",3200000.0,5+,325.0,3,5+,https://www.immobiliare.it/annunci/102230800/,Piazza del Popolo,na,Roma
"Appartamento via Gran Bretagna, Villaggio Olimpico, Roma",650000.0,5+,151.0,2,5+,https://www.immobiliare.it/annunci/101540891/,Villaggio Olimpico,na,Roma
"Appartamento via Principessa Clotilde, Piazza del Popolo, Roma",975000.0,5,120.0,1,5,https://www.immobiliare.it/annunci/75914256/,Piazza del Popolo,na,Roma
"Trilocale via Suor Maria Mazzarello, Furio Camillo, Roma",449000.0,3,118.0,1,3,https://www.immobiliare.it/annunci/103578092/,Furio Camillo,na,Roma
"Appartamento via Scarpellini, Euclide, Roma",1490000.0,5+,300.0,3+,5+,https://www.immobiliare.it/annunci/102626810/,Euclide,na,Roma
"Attico via dei Cartari, Campo de' Fiori, Roma",1095000.0,3,116.0,2,3,https://www.immobiliare.it/annunci/101769387/,Campo de' Fiori,na,Roma
"Attico via Poggio Ameno, Ardeatino - Montagnola, Roma",895000.0,5+,217.0,3+,5+,https://www.immobiliare.it/annunci/100865039/,Ardeatino - Montagnola,na,Roma
"Appartamento piazza Benedetto Cairoli, Campo de' Fiori, Roma",2380000.0,5+,276.0,2,5+,https://www.immobiliare.it/annunci/99198072/,Campo de' Fiori,na,Roma
"Appartamento via Dandolo, Trastevere, Roma",1190000.0,5+,166.0,2,5+,https://www.immobiliare.it/annunci/94611264/,Trastevere,na,Roma
"Trilocale via Francesco Aquilanti 71, Casal Lumbroso, Roma",228000.0,3,80.0,2,3,https://www.immobiliare.it/annunci/104336771/,Casal Lumbroso,na,Roma
"Loft via dei Banchi Nuovi, Via Giulia, Roma",320000.0,2,33.0,1,2,https://www.immobiliare.it/annunci/89956069/,Via Giulia,na,Roma
"Villa unifamiliare via Villabassa, Infernetto, Roma",395000.0,5,90.0,1,5,https://www.immobiliare.it/annunci/103081498/,Infernetto,na,Roma
"Appartamento via Fiume Bianco, Torrino, Roma",479000.0,5,129.0,2,5,https://www.immobiliare.it/annunci/98869460/,Torrino,na,Roma
"Quadrilocale via Alfredo Catalani, Africano - Villa Chigi, Roma",310000.0,4,105.0,2,4,https://www.immobiliare.it/annunci/96365294/,Africano - Villa Chigi,na,Roma
"Appartamento via Bellinzona, Trieste - Coppedè, Roma",1340000.0,5+,191.0,3+,5+,https://www.immobiliare.it/annunci/104326233/,Trieste - Coppedè,na,Roma
"Villa a schiera via Santa Giovanna Elisabetta, Cassia - San Godenzo, Roma",790000.0,5+,243.0,3+,5+,https://www.immobiliare.it/annunci/102822584/,Cassia - San Godenzo,na,Roma
"Trilocale via Publio Elio 21, Anagnina, Roma",155000.0,3,95.0,1,3,https://www.immobiliare.it/annunci/102314782/,Anagnina,na,Roma
"Appartamento via Rovigo, Bologna, Roma",1350000.0,5+,197.0,2,5+,https://www.immobiliare.it/annunci/101574277/,Bologna,na,Roma
"Quadrilocale via Antonio Bennicelli, Colli Portuensi - Casaletto, Roma",395000.0,4,114.0,1,4,https://www.immobiliare.it/annunci/100582538/,Colli Portuensi - Casaletto,na,Roma
"Appartamento via Antonio Locatelli, Balduina, Roma",399000.0,5,135.0,2,5,https://www.immobiliare.it/annunci/102110642/,Balduina,na,Roma
"Trilocale via della Giuliana, Piazzale degli Eroi, Roma",645000.0,3,102.0,2,3,https://www.immobiliare.it/annunci/101936134/,Piazzale degli Eroi,na,Roma
"Villa a schiera via Archippo, Casal Palocco, Roma",699000.0,5+,290.0,3+,5+,https://www.immobiliare.it/annunci/99765918/,Casal Palocco,na,Roma
"Appartamento via Antonio Baiamonti, Mazzini - Delle Vittorie, Roma",790000.0,5,162.0,2,5,https://www.immobiliare.it/annunci/103257026/,Mazzini - Delle Vittorie,na,Roma
"Trilocale via Mario Fani, Camilluccia - Farnesina, Roma",260000.0,3,101.0,1,3,https://www.immobiliare.it/annunci/92690122/,Camilluccia - Farnesina,na,Roma
